hhid,def_kcal_ae_hh,micro_req_count,micro_rec_count,micro_req_count_pct,micro_rec_count_pct
2081113500,0,7,5,0.583333333333,0.416666666667
2081113501,1,3,2,0.25,0.166666666667
2081113502,1,1,1,0.0833333333333,0.0833333333333
2081113503,0,5,2,0.416666666667,0.166666666667
2081114300,1,3,2,0.25,0.166666666667
2081114301,0,7,6,0.583333333333,0.5
2081114302,1,1,0,0.0833333333333,0.0
2081114304,0,6,4,0.5,0.333333333333
2081114306,1,4,1,0.333333333333,0.0833333333333
2081114379,1,1,0,0.0833333333333,0.0
2081114403,1,0,0,0.0,0.0
2081114474,1,6,4,0.5,0.333333333333
2081114475,0,10,9,0.833333333333,0.75
2081114476,1,3,1,0.25,0.0833333333333
2081114477,1,3,2,0.25,0.166666666667
2081114478,0,9,7,0.75,0.583333333333
2081114480,1,8,6,0.666666666667,0.5
2081114481,1,5,3,0.416666666667,0.25
2081114482,0,8,7,0.666666666667,0.583333333333
2081114483,1,1,1,0.0833333333333,0.0833333333333
2081114484,0,4,1,0.333333333333,0.0833333333333
2081114485,1,0,0,0.0,0.0
2081114486,1,5,4,0.416666666667,0.333333333333
