,bmiz06,whz06,waz06,haz06
tot_fol_cons,0.0479200998232,0.0899473534441,0.0838303918889,0.0087728225006
purch_fol_cons,0.0284891450163,0.0668543852829,0.0372131243207,-0.015737267322
own_fol_cons,0.0652216435041,0.0841673371631,0.0828025457055,0.00370772415586
gift_fol_cons,-0.00719096758732,0.00257549016501,0.03843803446,0.0411076597085
tot_vita_B12_cons,0.00723387301666,0.0235087703287,0.00609445883225,-0.011374568332
purch_vita_B12_cons,0.00942777746701,0.0267982183546,0.00793047310393,-0.0136774570313
own_vita_B12_cons,0.054159165389,0.0733303242457,0.115425583045,0.0413480459378
gift_vita_B12_cons,-0.0396167946229,-0.0540868528142,-0.0619740032171,0.000730782605697
tot_pant_cons,0.0558959115038,0.0925817541646,0.0465991785224,-0.0360372503803
purch_pant_cons,0.0422104178219,0.0779968829515,0.0127721798376,-0.0542397352047
own_pant_cons,0.084089859727,0.0974994541075,0.113906967269,0.0156017735045
gift_pant_cons,-0.00905503113389,-0.00499807388116,0.036651873314,0.0436456650947
hhae,0.0665399296705,0.0239534002026,0.00428283546758,-0.0274143818952
kcal_ae_req,0.0665399214156,0.0239534092586,0.0042828352104,-0.0274143842451
kcal_ae,0.0657213982622,0.106762322294,0.0994313973289,-0.00676576533241
gap_kcal_ae,-0.0230710457168,0.0337605623585,0.052853706085,0.0273231175261
def_kcal_ae_hh,-0.0640182469998,-0.0598356630746,-0.0762875525542,0.0133850995859
tot_cal_per_hh,0.0249569209055,0.0514535676109,0.0538412677405,0.00906220694125
ddi,0.0517821331755,0.0953494291065,0.121349946758,0.0242215047591
shannon_kcal,0.00357272749881,-0.0134901863488,0.0391537454435,0.0378642602105
simpson_kcal,-0.00268909785218,0.0195384428995,0.066250736988,0.0511885412415
hdds,0.0242285737097,0.0916747420141,0.162583189105,0.0839276554858
sh_cereals_kcal,0.00563667344046,0.0136213387875,-0.0159732108716,-0.0139830179085
sh_roots_kcal,-0.0820099467615,-0.0896512302564,-0.0500093505025,0.0347129985204
sh_veg_kcal,-0.00835169080511,-0.0610758005988,-0.0739389046037,-0.030574131648
sh_fruits_kcal,-0.0363009874352,-0.01614530206,0.0226518770791,0.0484747073787
sh_meat_kcal,-0.0338037736683,-0.00421095950468,0.0255464629862,0.0455958044808
sh_eggs_kcal,-0.0435912063881,-0.068093868958,-0.0306214571511,0.027495045664
sh_fish_kcal,0.0374630872161,0.0369880201975,0.0248935224146,-0.00746492239791
sh_pulses_kcal,0.0460543616856,-0.0405916423217,-0.0454296697106,-0.0661271885936
sh_milk_kcal,0.0693695986883,0.106935760042,0.0279634554596,-0.0699303328636
sh_oil_kcal,-0.00979295951115,0.0213908027176,0.0548884174669,0.0370252982751
sh_sugar_kcal,-0.0150352519123,0.0312951929691,0.0616597588354,0.0588161465954
sh_misc_kcal,-0.00382493086882,0.0160344943978,0.0202492227578,0.00959185083341
tot_val_prod,0.0501097719041,-0.0204696092429,0.0260281762713,-0.00773456169714
pdi_crop,-0.0648884203494,-0.0525296040199,0.00231467227201,0.076498922425
pdi_animal,0.0895141232161,0.0310584483289,0.0359009705378,-0.0374503323908
pdi_total,0.000250040808417,-0.0214341671209,0.0204308455077,0.0352236061102
pid,0.0815886757741,0.0623955581324,-0.00650957868102,-0.066875133161
haz06,-0.620455926704,-0.326717282932,0.466561209111,1.0
waz06,0.277844494341,0.619229008061,1.0,0.466561209111
whz06,0.981238545423,1.0,0.619229008061,-0.326717282932
bmiz06,1.0,0.981238545423,0.277844494341,-0.620455926704
wa_m,-0.0855431785038,-0.353360233035,-0.607980478908,-0.32430498092
wa_s,-0.212191758925,-0.359895653328,-0.426229373972,-0.0941965312347
ha_m,0.0521544464461,0.122581289147,-0.412167687183,-0.491456684264
ha_s,0.0937365892918,0.150758075988,-0.318803355945,-0.431033173305
wh_m,-0.243668551123,-0.38115752824,-0.227263332154,0.138558399452
wh_s,-0.170116167922,-0.261136477039,-0.119863553047,0.136940594204
